season,holiday,workingday,weather,temp,atemp,humidity,windspeed,rent
3.6881810399355754,4.335778057567098,4.368517330514143,4.410984188067986,9.84,14.395,81,0.0,2.833213344056216
3.6881810399355754,4.335778057567098,4.368517330514143,4.410984188067986,9.02,13.635,80,0.0,3.713572066704308
3.6881810399355754,4.335778057567098,4.368517330514143,4.410984188067986,9.02,13.635,80,0.0,3.4965075614664802
3.6881810399355754,4.335778057567098,4.368517330514143,4.410984188067986,9.84,14.395,75,0.0,2.639057329615259
3.6881810399355754,4.335778057567098,4.368517330514143,4.410984188067986,9.84,14.395,75,0.0,0.6931471805599453
3.6881810399355754,4.335778057567098,4.368517330514143,4.325010174106276,9.84,12.88,75,6.0032,0.6931471805599453
3.6881810399355754,4.335778057567098,4.368517330514143,4.410984188067986,9.02,13.635,80,0.0,1.0986122886681096
3.6881810399355754,4.335778057567098,4.368517330514143,4.410984188067986,8.2,12.88,86,0.0,1.3862943611198906
3.6881810399355754,4.335778057567098,4.368517330514143,4.410984188067986,9.84,14.395,75,0.0,2.1972245773362196
3.6881810399355754,4.335778057567098,4.368517330514143,4.410984188067986,13.12,17.425,76,0.0,2.70805020110221
3.6881810399355754,4.335778057567098,4.368517330514143,4.410984188067986,15.58,19.695,76,16.9979,3.6109179126442243
3.6881810399355754,4.335778057567098,4.368517330514143,4.410984188067986,14.76,16.665,81,19.0012,4.04305126783455
3.6881810399355754,4.335778057567098,4.368517330514143,4.410984188067986,17.22,21.21,77,19.0012,4.442651256490317
3.6881810399355754,4.335778057567098,4.368517330514143,4.325010174106276,18.86,22.725,72,19.9995,4.553876891600541
3.6881810399355754,4.335778057567098,4.368517330514143,4.325010174106276,18.86,22.725,72,19.0012,4.672828834461906
3.6881810399355754,4.335778057567098,4.368517330514143,4.325010174106276,18.04,21.97,77,19.9995,4.709530201312334
3.6881810399355754,4.335778057567098,4.368517330514143,4.325010174106276,17.22,21.21,82,19.9995,4.543294782270004
3.6881810399355754,4.335778057567098,4.368517330514143,4.325010174106276,18.04,21.97,82,19.0012,4.219507705176107
3.6881810399355754,4.335778057567098,4.368517330514143,3.815765553115391,17.22,21.21,88,16.9979,3.58351893845611
3.6881810399355754,4.335778057567098,4.368517330514143,3.815765553115391,17.22,21.21,88,16.9979,3.6375861597263857
3.6881810399355754,4.335778057567098,4.368517330514143,4.325010174106276,16.4,20.455,87,16.9979,3.6109179126442243
3.6881810399355754,4.335778057567098,4.368517330514143,4.325010174106276,16.4,20.455,87,12.998,3.5553480614894135
3.6881810399355754,4.335778057567098,4.368517330514143,4.325010174106276,16.4,20.455,94,15.0013,3.367295829986474
3.6881810399355754,4.335778057567098,4.368517330514143,4.325010174106276,18.86,22.725,88,19.9995,3.6888794541139363
3.6881810399355754,4.335778057567098,4.368517330514143,4.325010174106276,18.86,22.725,88,19.9995,2.8903717578961645
3.6881810399355754,4.335778057567098,4.368517330514143,4.325010174106276,18.04,21.97,94,16.9979,2.8903717578961645
3.6881810399355754,4.335778057567098,4.368517330514143,4.325010174106276,17.22,21.21,100,19.0012,2.302585092994046
3.6881810399355754,4.335778057567098,4.368517330514143,4.325010174106276,18.86,22.725,94,12.998,1.9459101490553132
3.6881810399355754,4.335778057567098,4.368517330514143,4.325010174106276,18.86,22.725,94,12.998,1.3862943611198906
3.6881810399355754,4.335778057567098,4.368517330514143,3.815765553115391,17.22,21.21,77,19.9995,1.0986122886681096
3.6881810399355754,4.335778057567098,4.368517330514143,4.325010174106276,16.4,20.455,76,12.998,0.6931471805599453
3.6881810399355754,4.335778057567098,4.368517330514143,3.815765553115391,16.4,20.455,71,15.0013,2.1972245773362196
3.6881810399355754,4.335778057567098,4.368517330514143,4.325010174106276,15.58,19.695,76,15.0013,3.044522437723423
3.6881810399355754,4.335778057567098,4.368517330514143,4.325010174106276,14.76,17.425,81,15.0013,3.9889840465642745
3.6881810399355754,4.335778057567098,4.368517330514143,4.325010174106276,14.76,16.665,71,16.9979,4.2626798770413155
3.6881810399355754,4.335778057567098,4.368517330514143,4.325010174106276,14.76,16.665,66,19.9995,4.543294782270004
3.6881810399355754,4.335778057567098,4.368517330514143,4.325010174106276,14.76,17.425,66,8.9981,4.330733340286331
3.6881810399355754,4.335778057567098,4.368517330514143,3.815765553115391,14.76,17.425,76,12.998,4.0943445622221
3.6881810399355754,4.335778057567098,4.368517330514143,3.815765553115391,13.94,16.665,81,11.0014,4.31748811353631
3.6881810399355754,4.335778057567098,4.368517330514143,3.815765553115391,13.94,16.665,71,11.0014,4.343805421853684
3.6881810399355754,4.335778057567098,4.368517330514143,4.410984188067986,13.94,16.665,57,12.998,4.189654742026425
3.6881810399355754,4.335778057567098,4.368517330514143,4.325010174106276,14.76,16.665,46,22.0028,3.9889840465642745
3.6881810399355754,4.335778057567098,4.368517330514143,4.410984188067986,13.12,14.395,42,30.0026,3.4339872044851463
3.6881810399355754,4.335778057567098,4.368517330514143,4.410984188067986,12.3,13.635,39,23.9994,3.1354942159291497
3.6881810399355754,4.335778057567098,4.368517330514143,4.410984188067986,10.66,11.365,44,22.0028,3.4657359027997265
3.6881810399355754,4.335778057567098,4.368517330514143,4.410984188067986,9.84,10.605,44,19.9995,2.302585092994046
3.6881810399355754,4.335778057567098,4.368517330514143,4.410984188067986,9.02,11.365,47,11.0014,2.1972245773362196
3.6881810399355754,4.335778057567098,4.322891690777167,4.410984188067986,9.02,9.85,44,23.9994,1.791759469228055
3.6881810399355754,4.335778057567098,4.322891690777167,4.410984188067986,8.2,8.335,44,27.9993,1.0986122886681096
3.6881810399355754,4.335778057567098,4.322891690777167,4.410984188067986,6.56,6.82,47,26.0027,0.6931471805599453
3.6881810399355754,4.335778057567098,4.322891690777167,4.410984188067986,6.56,6.82,47,19.0012,1.3862943611198906
3.6881810399355754,4.335778057567098,4.322891690777167,4.410984188067986,5.74,5.305,50,26.0027,3.4339872044851463
3.6881810399355754,4.335778057567098,4.322891690777167,4.410984188067986,5.74,6.82,50,12.998,4.174387269895637
3.6881810399355754,4.335778057567098,4.322891690777167,4.410984188067986,5.74,6.06,50,19.0012,5.043425116919247
3.6881810399355754,4.335778057567098,4.322891690777167,4.410984188067986,6.56,6.82,43,26.0027,4.48863636973214
3.6881810399355754,4.335778057567098,4.322891690777167,4.410984188067986,7.38,8.335,43,16.9979,3.8066624897703196
3.6881810399355754,4.335778057567098,4.322891690777167,4.410984188067986,8.2,9.09,40,22.0028,3.9512437185814275
3.6881810399355754,4.335778057567098,4.322891690777167,4.410984188067986,9.02,10.605,35,19.9995,4.127134385045092
3.6881810399355754,4.335778057567098,4.322891690777167,4.410984188067986,9.84,10.605,35,19.0012,4.127134385045092
3.6881810399355754,4.335778057567098,4.322891690777167,4.410984188067986,10.66,12.12,30,19.0012,4.356708826689592
3.6881810399355754,4.335778057567098,4.322891690777167,4.410984188067986,10.66,12.12,30,16.9979,4.290459441148391
3.6881810399355754,4.335778057567098,4.322891690777167,4.410984188067986,10.66,12.12,30,16.9979,4.343805421853684
3.6881810399355754,4.335778057567098,4.322891690777167,4.410984188067986,9.84,11.365,30,15.0013,5.062595033026967
3.6881810399355754,4.335778057567098,4.322891690777167,4.410984188067986,9.84,12.88,32,7.0015,5.062595033026967
3.6881810399355754,4.335778057567098,4.322891690777167,4.410984188067986,8.2,12.88,47,0.0,4.709530201312334
3.6881810399355754,4.335778057567098,4.322891690777167,4.410984188067986,8.2,11.365,47,7.0015,3.970291913552122
3.6881810399355754,4.335778057567098,4.322891690777167,4.410984188067986,7.38,9.85,64,8.9981,3.970291913552122
3.6881810399355754,4.335778057567098,4.322891690777167,4.410984188067986,5.74,7.575,69,8.9981,3.044522437723423
3.6881810399355754,4.335778057567098,4.322891690777167,4.410984188067986,7.38,10.605,55,7.0015,2.5649493574615367
3.6881810399355754,4.335778057567098,4.322891690777167,4.410984188067986,6.56,9.09,55,7.0015,1.791759469228055
3.6881810399355754,4.335778057567098,4.322891690777167,4.410984188067986,6.56,9.09,59,7.0015,1.0986122886681096
3.6881810399355754,4.335778057567098,4.322891690777167,4.410984188067986,5.74,7.575,63,8.9981,0.6931471805599453
3.6881810399355754,4.335778057567098,4.322891690777167,4.410984188067986,5.74,9.09,63,6.0032,1.0986122886681096
3.6881810399355754,4.335778057567098,4.322891690777167,4.410984188067986,4.92,7.575,68,7.0015,1.6094379124341003
3.6881810399355754,4.335778057567098,4.322891690777167,4.410984188067986,4.92,7.575,74,7.0015,3.6109179126442243
3.6881810399355754,4.335778057567098,4.322891690777167,4.410984188067986,4.92,7.575,74,8.9981,4.553876891600541
3.6881810399355754,4.335778057567098,4.322891690777167,4.410984188067986,5.74,7.575,69,11.0014,5.19295685089021
3.6881810399355754,4.335778057567098,4.322891690777167,4.410984188067986,6.56,7.575,64,15.0013,4.61512051684126
3.6881810399355754,4.335778057567098,4.322891690777167,4.325010174106276,6.56,6.82,69,22.0028,3.7612001156935624
3.6881810399355754,4.335778057567098,4.322891690777167,4.410984188067986,9.02,10.605,51,19.9995,4.060443010546419
3.6881810399355754,4.335778057567098,4.322891690777167,4.410984188067986,9.02,11.365,51,11.0014,4.3694478524670215
3.6881810399355754,4.335778057567098,4.322891690777167,4.410984188067986,9.84,11.365,56,12.998,4.584967478670572
3.6881810399355754,4.335778057567098,4.322891690777167,4.410984188067986,10.66,12.88,52,15.0013,4.1588830833596715
3.6881810399355754,4.335778057567098,4.322891690777167,4.410984188067986,11.48,13.635,52,16.9979,4.189654742026425
3.6881810399355754,4.335778057567098,4.322891690777167,4.410984188067986,12.3,14.395,49,16.9979,4.430816798843313
3.6881810399355754,4.335778057567098,4.322891690777167,4.410984188067986,11.48,13.635,48,15.0013,5.3612921657094255
3.6881810399355754,4.335778057567098,4.322891690777167,4.410984188067986,10.66,12.88,48,12.998,5.209486152841421
3.6881810399355754,4.335778057567098,4.322891690777167,4.410984188067986,9.84,12.88,48,7.0015,4.727387818712341
3.6881810399355754,4.335778057567098,4.322891690777167,4.410984188067986,9.84,12.88,48,7.0015,4.007333185232471
3.6881810399355754,4.335778057567098,4.322891690777167,4.410984188067986,9.02,13.635,64,0.0,3.8918202981106265
3.6881810399355754,4.335778057567098,4.322891690777167,4.410984188067986,9.02,12.88,64,6.0032,3.58351893845611
3.6881810399355754,4.335778057567098,4.322891690777167,4.410984188067986,8.2,11.365,69,6.0032,2.4849066497880004
3.6881810399355754,4.335778057567098,4.322891690777167,4.410984188067986,8.2,12.88,64,0.0,1.9459101490553132
3.6881810399355754,4.335778057567098,4.322891690777167,4.410984188067986,6.56,9.85,74,6.0032,1.9459101490553132
3.6881810399355754,4.335778057567098,4.322891690777167,4.410984188067986,6.56,9.85,74,6.0032,1.0986122886681096
3.6881810399355754,4.335778057567098,4.322891690777167,4.410984188067986,9.84,11.365,48,15.0013,1.0986122886681096
3.6881810399355754,4.335778057567098,4.322891690777167,4.410984188067986,9.02,11.365,47,11.0014,1.3862943611198906
3.6881810399355754,4.335778057567098,4.322891690777167,4.410984188067986,8.2,9.85,47,15.0013,3.5263605246161616
3.6881810399355754,4.335778057567098,4.322891690777167,4.410984188067986,7.38,9.09,43,12.998,4.48863636973214
3.6881810399355754,4.335778057567098,4.322891690777167,4.410984188067986,8.2,9.09,40,19.9995,5.278114659230518
3.6881810399355754,4.335778057567098,4.322891690777167,4.410984188067986,9.02,9.85,37,22.0028,4.7535901911063645
3.6881810399355754,4.335778057567098,4.322891690777167,4.410984188067986,9.02,9.85,37,22.0028,4.060443010546419
3.6881810399355754,4.335778057567098,4.322891690777167,4.410984188067986,10.66,11.365,33,22.0028,3.8501476017100584
3.6881810399355754,4.335778057567098,4.322891690777167,4.410984188067986,10.66,11.365,33,22.0028,4.382026634673881
3.6881810399355754,4.335778057567098,4.322891690777167,4.410984188067986,11.48,12.88,30,19.9995,4.276666119016055
3.6881810399355754,4.335778057567098,4.322891690777167,4.410984188067986,12.3,14.395,28,12.998,4.143134726391533
3.6881810399355754,4.335778057567098,4.322891690777167,4.410984188067986,12.3,14.395,28,12.998,4.143134726391533
3.6881810399355754,4.335778057567098,4.322891690777167,4.410984188067986,12.3,15.91,28,6.0032,4.499809670330265
3.6881810399355754,4.335778057567098,4.322891690777167,4.410984188067986,9.84,11.365,38,12.998,5.25227342804663
3.6881810399355754,4.335778057567098,4.322891690777167,4.410984188067986,9.84,12.12,38,8.9981,5.135798437050262
3.6881810399355754,4.335778057567098,4.322891690777167,4.410984188067986,9.84,12.88,38,7.0015,4.890349128221754
3.6881810399355754,4.335778057567098,4.322891690777167,4.410984188067986,9.02,11.365,47,11.0014,4.499809670330265
3.6881810399355754,4.335778057567098,4.322891690777167,4.410984188067986,8.2,9.85,51,12.998,3.784189633918261
3.6881810399355754,4.335778057567098,4.322891690777167,4.410984188067986,7.38,9.85,55,8.9981,3.7612001156935624
3.6881810399355754,4.335778057567098,4.322891690777167,4.410984188067986,8.2,12.88,47,0.0,2.995732273553991
3.6881810399355754,4.335778057567098,4.322891690777167,4.410984188067986,7.38,12.12,55,0.0,2.4849066497880004
3.6881810399355754,4.335778057567098,4.322891690777167,4.410984188067986,6.56,11.365,64,0.0,1.6094379124341003
3.6881810399355754,4.335778057567098,4.322891690777167,4.410984188067986,6.56,11.365,64,0.0,1.0986122886681096
3.6881810399355754,4.335778057567098,4.322891690777167,4.325010174106276,6.56,9.85,64,6.0032,0.6931471805599453
3.6881810399355754,4.335778057567098,4.322891690777167,4.325010174106276,5.74,9.09,69,6.0032,1.6094379124341003
3.6881810399355754,4.335778057567098,4.322891690777167,4.325010174106276,5.74,8.335,63,7.0015,3.6109179126442243
3.6881810399355754,4.335778057567098,4.322891690777167,4.325010174106276,6.56,11.365,59,0.0,4.564348191467836
3.6881810399355754,4.335778057567098,4.322891690777167,4.410984188067986,6.56,11.365,59,0.0,5.393627546352361
3.6881810399355754,4.335778057567098,4.322891690777167,4.325010174106276,7.38,12.12,51,0.0,4.812184355372417
3.6881810399355754,4.335778057567098,4.322891690777167,4.410984188067986,8.2,12.88,47,0.0,3.828641396489095
3.6881810399355754,4.335778057567098,4.322891690777167,4.410984188067986,9.02,12.88,44,6.0032,4.0943445622221
3.6881810399355754,4.335778057567098,4.322891690777167,4.410984188067986,10.66,14.395,35,0.0,4.442651256490317
3.6881810399355754,4.335778057567098,4.322891690777167,4.410984188067986,10.66,13.635,35,7.0015,4.219507705176107
3.6881810399355754,4.335778057567098,4.322891690777167,4.410984188067986,11.48,13.635,36,11.0014,4.2626798770413155
3.6881810399355754,4.335778057567098,4.322891690777167,4.410984188067986,11.48,13.635,36,0.0,4.143134726391533
3.6881810399355754,4.335778057567098,4.322891690777167,4.410984188067986,10.66,12.88,38,11.0014,4.465908118654584
3.6881810399355754,4.335778057567098,4.322891690777167,4.410984188067986,9.02,11.365,51,11.0014,5.153291594497779
3.6881810399355754,4.335778057567098,4.322891690777167,4.410984188067986,9.02,11.365,51,8.9981,5.099866427824199
3.6881810399355754,4.335778057567098,4.322891690777167,4.410984188067986,9.02,12.88,55,6.0032,4.727387818712341
3.6881810399355754,4.335778057567098,4.322891690777167,4.410984188067986,8.2,10.605,51,11.0014,4.248495242049359
3.6881810399355754,4.335778057567098,4.322891690777167,4.325010174106276,9.02,10.605,55,15.0013,3.8918202981106265
3.6881810399355754,4.335778057567098,4.322891690777167,4.325010174106276,9.02,10.605,51,19.0012,3.970291913552122
3.6881810399355754,4.335778057567098,4.322891690777167,4.325010174106276,8.2,9.85,59,12.998,3.1780538303479458
3.6881810399355754,4.335778057567098,4.322891690777167,4.325010174106276,8.2,9.85,64,12.998,2.8903717578961645
3.6881810399355754,4.335778057567098,4.322891690777167,4.325010174106276,8.2,9.85,69,15.0013,2.0794415416798357
3.6881810399355754,4.335778057567098,4.322891690777167,4.325010174106276,8.2,9.85,69,15.0013,0.6931471805599453
3.6881810399355754,4.335778057567098,4.322891690777167,4.325010174106276,8.2,10.605,69,8.9981,0.6931471805599453
3.6881810399355754,4.335778057567098,4.322891690777167,3.815765553115391,9.02,13.635,55,0.0,1.791759469228055
3.6881810399355754,4.335778057567098,4.322891690777167,4.325010174106276,8.2,12.88,69,0.0,3.5553480614894135
3.6881810399355754,4.335778057567098,4.322891690777167,4.410984188067986,8.2,10.605,69,8.9981,4.442651256490317
3.6881810399355754,4.335778057567098,4.322891690777167,4.410984188067986,8.2,9.85,51,16.9979,5.351858133476067
3.6881810399355754,4.335778057567098,4.322891690777167,4.410984188067986,8.2,9.09,47,19.9995,4.90527477843843
3.6881810399355754,4.335778057567098,4.322891690777167,4.410984188067986,9.02,9.85,37,22.0028,4.1588830833596715
3.6881810399355754,4.335778057567098,4.322891690777167,4.325010174106276,8.2,9.85,40,15.0013,4.219507705176107
3.6881810399355754,4.335778057567098,4.322891690777167,4.325010174106276,8.2,9.85,37,16.9979,4.0943445622221
3.6881810399355754,4.335778057567098,4.322891690777167,4.325010174106276,8.2,9.09,37,19.0012,4.304065093204169
3.6881810399355754,4.335778057567098,4.322891690777167,4.325010174106276,8.2,9.85,40,16.9979,3.9318256327243257
3.6881810399355754,4.335778057567098,4.322891690777167,4.325010174106276,8.2,10.605,37,11.0014,4.290459441148391
3.6881810399355754,4.335778057567098,4.322891690777167,4.325010174106276,8.2,10.605,37,11.0014,4.477336814478207
3.6881810399355754,4.335778057567098,4.322891690777167,4.325010174106276,8.2,12.88,37,0.0,5.236441962829949
3.6881810399355754,4.335778057567098,4.322891690777167,4.410984188067986,8.2,11.365,40,6.0032,4.820281565605037
3.6881810399355754,4.335778057567098,4.322891690777167,4.410984188067986,6.56,9.85,55,6.0032,4.564348191467836
3.6881810399355754,4.335778057567098,4.322891690777167,4.410984188067986,7.38,10.605,47,7.0015,3.9512437185814275
3.6881810399355754,4.335778057567098,4.322891690777167,4.410984188067986,7.38,9.85,47,8.9981,3.6888794541139363
3.6881810399355754,4.335778057567098,4.322891690777167,4.325010174106276,7.38,9.85,43,11.0014,3.6109179126442243
3.6881810399355754,4.335778057567098,4.322891690777167,4.325010174106276,7.38,9.85,51,11.0014,2.772588722239781
3.6881810399355754,4.335778057567098,4.368517330514143,4.325010174106276,7.38,9.85,51,11.0014,3.258096538021482
3.6881810399355754,4.335778057567098,4.368517330514143,4.325010174106276,7.38,10.605,55,6.0032,2.833213344056216
3.6881810399355754,4.335778057567098,4.368517330514143,4.325010174106276,7.38,12.12,55,0.0,2.833213344056216
3.6881810399355754,4.335778057567098,4.368517330514143,3.815765553115391,7.38,9.85,55,11.0014,2.0794415416798357
3.6881810399355754,4.335778057567098,4.368517330514143,3.815765553115391,7.38,9.85,55,11.0014,0.6931471805599453
